1/19/12,2749
1/24/12,2886
1/31/12,3063
2/14/12,4013
3/1/12,4205
3/15/12,5391
3/22/12,5886
3/31/12,6529
4/16/12,9500
4/18/12,10189
4/20/12,10189
4/21/12,10189
4/23/12,11748
4/25/12,12034
4/30/12,13854
5/1/12,13938
5/3/12,14252
5/6/12,14578
5/7/12,15108
5/8/12,15344
5/9/12,15698
5/14/12,16919
5/16/12,17556
5/20/12,18521
5/21/12,19011
5/23/12,19883
5/27/12,20576
5/28/12,20982
5/29/12,21432
5/30/12,21778
6/5/12,22643
6/6/12,22976
6/7/12,22976
6/10/12,23757
6/11/12,24151
6/21/12,26371
6/24/12,26731
6/25/12,26941
6/26/12,27344
7/3/12,28934
7/10/12,31047
7/11/12,31299
7/12/12,31873
7/14/12,32262
7/15/12,32262
7/16/12,32841
7/18/12,34499
7/19/12,34499
7/22/12,34736
7/24/12,35911
7/25/12,36323
7/26/12,36600
7/29/12,36824
8/1/12,37615
8/2/12,37448
8/7/12,39600
8/15/12,42720
8/16/12,42934
8/23/12,43962
8/26/12,44440
8/27/12,44924
8/28/12,45287
8/29/12,45751
8/30/12,46111
9/2/12,46703
9/3/12,47121
9/5/12,48014
9/6/12,48315
9/9/12,48839
9/10/12,49236
9/16/12,50689
9/18/12,51417
9/19/12,51962
9/20/12,52352
9/23/12,52634
9/24/12,52866
9/25/12,53299
9/27/12,53833
9/30/12,54448
10/2/12,55121
10/3/12,55462
10/10/12,57092
10/11/12,57379
10/16/12,58005
10/17/12,58320
10/21/12,58622
10/23/12,59524
10/24/12,60089
11/1/12,60630
11/5/12,61086
11/6/12,61356
11/8/12,62099
11/11/12,62248
11/12/12,87167
11/14/12,88026
11/18/12,91064
11/22/12,93497
11/23/12,93990
11/25/12,94492
11/27/12,94566
11/28/12,95844
11/29/12,96578
11/30/12,96982
12/2/12,97639
12/3/12,98046
12/4/12,98710
12/5/12,98548
12/6/12,99007
12/8/12,99821
12/9/12,100368
12/10/12,100787
12/11/12,101760
12/12/12,102199
12/13/12,102753
12/14/12,103698
12/16/12,105397
12/17/12,106724
12/19/12,108430
12/20/12,109230
12/21/12,110631
12/23/12,111962
12/24/12,112379
12/27/12,114819
12/28/12,115548
12/29/12,116280
12/30/12,116778
12/31/12,117321
1/2/13,120018
1/3/13,120018
1/6/13,126133
1/8/13,128628
1/14/13,131113
1/15/13,132030
1/16/13,134015
1/17/13,135732
1/18/13,137257
1/20/13,142005
1/21/13,145119
1/22/13,147768
1/23/13,151112
1/27/13,162262
1/28/13,167444
1/29/13,171033
1/30/13,174831
1/31/13,178260
2/3/13,181793
2/4/13,184199
2/5/13,186880
2/6/13,189988
2/7/13,193258
2/10/13,199078
2/11/13,201942
2/12/13,204689
2/17/13,216899
2/18/13,219067
2/19/13,221857
2/20/13,224794
2/21/13,231751
2/22/13,285856
3/11/13,340524
3/13/13,346577
3/17/13,354235
3/25/13,370391
3/26/13,373138
3/27/13,376661
3/28/13,385545
4/1/13,394876
4/2/13,398961
4/3/13,401610
4/5/13,404739
4/7/13,408268
4/8/13,412105
4/9/13,415163
4/10/13,418008
4/11/13,421547
4/14/13,424771
4/15/13,432263
4/16/13,436883
4/17/13,440235
4/18/13,456261
4/21/13,462662
4/22/13,467213
4/23/13,469725
4/24/13,471146
4/25/13,473827
5/9/13,431799
5/13/13,458272
5/14/13,452929
5/15/13,468999
5/16/13,470909
5/19/13,471368
5/21/13,480174
5/22/13,482878
5/23/13,488819
5/27/13,483592
5/28/13,485023
5/29/13,487308
5/30/13,489221
6/3/13,468160
6/4/13,470573
6/5/13,472631
6/10/13,474669
6/11/13,471188
6/12/13,477455
6/13/13,479429
6/16/13,472292
6/17/13,473784
6/18/13,475761
6/19/13,478007
6/20/13,480254
6/23/13,486175
6/24/13,487543
6/25/13,489651
6/26/13,491780
6/27/13,494021
6/30/13,491365
7/1/13,490880
7/2/13,495127
7/3/13,496913
7/4/13,498877
7/7/13,501668
7/8/13,498529
7/9/13,498947
7/10/13,501330
7/11/13,487916
7/14/13,495431
7/15/13,486972
7/17/13,500579
7/18/13,501057
7/22/13,502196
7/24/13,505347
7/25/13,506505
7/29/13,507988
7/30/13,511326
7/31/13,512998
8/1/13,514803
8/5/13,517683
8/6/13,517139
8/7/13,520470
8/12/13,521226
8/13/13,515225
8/14/13,516449
8/18/13,510820
8/20/13,516990
8/21/13,518280
8/22/13,523059
8/26/13,517168
8/27/13,520287
8/28/13,515512
8/29/13,515842
9/1/13,515012
9/2/13,519676
9/18/13,531768
9/19/13,531908
9/22/13,522588
9/23/13,523607
9/24/13,525264
9/25/13,525231
10/3/13,534418
10/6/13,536405
10/8/13,538747
10/9/13,539891
10/10/13,540656
10/14/13,543199
10/17/13,544392
10/22/13,547274
10/23/13,549092
10/24/13,549575
10/28/13,552061
10/29/13,552048
10/30/13,541025
11/3/13,543183
11/5/13,544374
11/11/13,548780
11/12/13,549617
11/14/13,550385
11/17/13,551644
11/18/13,552460
11/19/13,553311
11/26/13,557657
11/27/13,559356
11/28/13,560059
12/3/13,563008
12/4/13,563263
12/5/13,563706
12/9/13,566303
12/10/13,567111
12/18/13,568501
12/19/13,569003
12/31/13,576354
1/15/14,582166
1/20/14,589045
1/23/14,590749
1/26/14,591862
1/27/14,592623
1/28/14,592864
1/29/14,593186
2/2/14,593693
2/4/14,591922
2/6/14,596800
2/9/14,597937
2/10/14,598690
2/13/14,571457
2/18/14,573425
2/20/14,574410
2/23/14,576428
2/25/14,577786
3/5/14,581535
3/6/14,582080
3/9/14,584406
3/10/14,584600
3/23/14,587308
3/30/14,588979
4/6/14,588980
4/7/14,590515
4/10/14,589792
4/29/14,595369
4/30/14,594258
5/4/14,593346
5/20/14,596062
5/30/14,599458
6/1/14,599408
6/4/14,594381
6/5/14,595082
6/8/14,597328
6/26/14,599461
7/1/14,604868
7/3/14,605270
7/7/14,605526
7/8/14,605660
7/9/14,605719
7/15/14,606653
7/16/14,606716
7/20/14,606993
7/21/14,607193
7/23/14,607443
7/24/14,607500
7/27/14,607878
7/30/14,608373
7/31/14,608534
8/3/14,608889
8/7/14,609376
8/11/14,609692
8/21/14,611685
8/26/14,612737
8/28/14,613252
9/3/14,614819
9/7/14,615546
9/9/14,615792
9/18/14,618086
9/29/14,619163
10/8/14,619306
10/9/14,619376
10/28/14,618508
11/11/14,618420
11/20/14,618615
12/7/14,620441
12/29/14,623001
12/30/14,622865
1/4/15,623338
1/5/15,622672
1/6/15,622682
1/7/15,622384
1/13/15,622397
1/14/15,622324
1/15/15,622287
1/18/15,622405
1/19/15,622380
1/20/15,622045
1/21/15,622173
1/22/15,621773
1/26/15,621918
2/3/15,622106
2/8/15,619315
2/9/15,619318
2/11/15,619102
2/12/15,619160
2/15/15,616589
2/16/15,622586
2/22/15,623060
2/23/15,623241
2/24/15,623289
2/25/15,623447
3/1/15,623908
3/2/15,623974
3/4/15,624244
3/5/15,624325
3/8/15,624513
3/10/15,624854
3/11/15,624961
3/12/15,625177
3/15/15,625598
3/17/15,626136
3/18/15,626357
3/22/15,626905
3/23/15,626932
3/24/15,627010
3/26/15,627295
4/8/15,628427
5/6/15,627287
5/28/15,628160
6/17/15,629128
8/13/15,630099
8/16/15,630224
8/23/15,629245
9/6/15,629266
9/17/15,628887
10/4/15,628175
10/19/15,629627
11/2/15,630776
11/17/15,633644
12/2/15,632762
12/17/15,633466
1/19/16,635324
2/17/16,637859
3/3/16,639704
3/16/16,636040
